"Transaction %1 has been voided/declined. Transaction status is ""%2"". Amount %3.","עסקת%1 כבר בטלו / ירד. מעמד עסקה הוא ""%2"". סכום%3.",module,Magento_Authorizenet
Authorize Only,תן הרשאה רק,module,Magento_Authorizenet
Authorize and Capture,תן הרשאה ו לכיד,module,Magento_Authorizenet
Unable to get transaction details. Try again later.,לא ניתן לקבל את פרטי העסקה. נסה שוב מאוחר יותר.,module,Magento_Authorizenet
Credit Card Type,סוג כרטיס אשראי,module,Magento_Authorizenet
Credit Card Number,מספר כרטיס אשראי,module,Magento_Authorizenet
Expiration Date,תאריך תפוגה,module,Magento_Authorizenet
Card Verification Number,מספר אימות כרטיס,module,Magento_Authorizenet
Fraud Detection ,איתור הונאה,module,Magento_Authorizenet
FDS Filter Action,פעולת מסנן FDS,module,Magento_Authorizenet
AVS Response,תגובת AVS,module,Magento_Authorizenet
Card Code Response,תגובת קוד כרטיס,module,Magento_Authorizenet
CAVV Response,תגובת CAVV,module,Magento_Authorizenet
Fraud Filters,מסנני הונאה,module,Magento_Authorizenet
Invalid Form Key. Please refresh the page.,מפתח טופס חוקי. יש לרענן את הדף.,module,Magento_Backend
You entered an invalid Secret Key. Please refresh the page.,הזנת מפתח סודי לא חוקי. יש לרענן את הדף.,module,Magento_Backend
Cache Storage Management,ניהול אחסון המטמון,module,Magento_Backend
Flush Magento Cache,סומק מג'נטו מטמון,module,Magento_Backend
The cache storage may contain additional data. Are you sure that you want to flush it?,אחסון המטמון עשוי להכיל נתונים נוספים. האם אתה בטוח שאתה רוצה לרוקן אותו?,module,Magento_Backend
Flush Cache Storage,אחסון מטמון סומק,module,Magento_Backend
Invalidated,ביטל,module,Magento_Backend
Orders,הזמנות,module,Magento_Backend
Amounts,סכומים,module,Magento_Backend
Bestsellers,רב מכר,module,Magento_Backend
Most Viewed Products,רוב המוצרים הנצפים,module,Magento_Backend
New Customers,לקוחות חדשים,module,Magento_Backend
Customers,לקוחות,module,Magento_Backend
Customer,צרכן,module,Magento_Backend
Guest,אוֹרֵחַ,module,Magento_Backend
Items,פריטים,module,Magento_Backend
Total,"סה""כ",module,Magento_Backend
Lifetime Sales,מכירות Lifetime,module,Magento_Backend
Average Order,הזמנה ממוצעת,module,Magento_Backend
Average,מְמוּצָע,module,Magento_Backend
Product,מוצר,module,Magento_Backend
Price,מחיר,module,Magento_Backend
Quantity,כַּמוּת,module,Magento_Backend
Views,צפיות,module,Magento_Backend
Revenue,הַכנָסָה,module,Magento_Backend
Tax,מַס,module,Magento_Backend
Shipping,משלוח,module,Magento_Backend
"Images (.gif, .jpg, .png)","תמונות (.gif, .jpg, .png)",module,Magento_Backend
"Media (.avi, .flv, .swf)","מדיה (avi, .flv, swf)",module,Magento_Backend
All Files,כל הקבצים,module,Magento_Backend
Reset to Default,אפס לברירת מחדל,module,Magento_Backend
All Store Views,כל התצוגות בחנות,module,Magento_Backend
What is this?,מה זה?,module,Magento_Backend
Save Account,שמור חשבון,module,Magento_Backend
My Account,החשבון שלי,module,Magento_Backend
Account Information,פרטי משתמש וסיסמה,module,Magento_Backend
User Name,שם משתמש,module,Magento_Backend
First Name,שם פרטי,module,Magento_Backend
Last Name,שם משפחה,module,Magento_Backend
Email,"דוא""ל",module,Magento_Backend
User Email,"דוא""ל משתמש",module,Magento_Backend
New Password,סיסמה חדשה,module,Magento_Backend
Password Confirmation,אימות סיסמה,module,Magento_Backend
Interface Locale,ממשק אזור,module,Magento_Backend
Current User Identity Verification,אימות זהות משתמש נוכחי,module,Magento_Backend
Your Password,הסיסמה שלך,module,Magento_Backend
Save Cache Settings,הגדרות מטמון שמורות,module,Magento_Backend
Catalog Rewrites,Rewrites קטלוגים,module,Magento_Backend
Refresh,לְרַעֲנֵן,module,Magento_Backend
Images Cache,מטמון תמונות,module,Magento_Backend
Clear,ברור,module,Magento_Backend
Search Index,אינדקס חיפוש,module,Magento_Backend
Rebuild,לִבנוֹת מִחָדָשׁ,module,Magento_Backend
Inventory Stock Status,סטטוס Stock המלאה,module,Magento_Backend
Rebuild Catalog Index,בנה אינדקס קטלוגים,module,Magento_Backend
Rebuild Flat Catalog Category,Rebuild קטגורית קטלוגי שטוח,module,Magento_Backend
Rebuild Flat Catalog Product,Rebuild מוצרי קטלוג שטוחים,module,Magento_Backend
Cache Control,בקרת מטמון,module,Magento_Backend
All Cache,כל המטמון,module,Magento_Backend
No change,ללא שינוי,module,Magento_Backend
Disable,שבת,module,Magento_Backend
Enable,לְאַפשֵׁר,module,Magento_Backend
Add Design Change,להוסיף עיצוב שינוי,module,Magento_Backend
Back,חזור,module,Magento_Backend
Delete,לִמְחוֹק,module,Magento_Backend
Are you sure?,האם אתה בטוח?,module,Magento_Backend
Save,שמור,module,Magento_Backend
Edit Design Change,שינוי העיצוב ערוך,module,Magento_Backend
New Store Design Change,חדש עיצוב חנות שינוי,module,Magento_Backend
General Settings,הגדרות כלליות,module,Magento_Backend
Store,חֲנוּת,module,Magento_Backend
-- Please Select --,-- בבקשה תבחר --,module,Magento_Backend
Custom Design,עיצוב אישי,module,Magento_Backend
Date From,תאריך מ,module,Magento_Backend
Date To,תאריך כדי,module,Magento_Backend
Design Change,שינוי עיצוב,module,Magento_Backend
General,כללי,module,Magento_Backend
Cancel,לְבַטֵל,module,Magento_Backend
Delete %1 '%2',"מחק%1 ""%2""",module,Magento_Backend
Delete %1,מחק%1,module,Magento_Backend
Block Information,לחסום מידע,module,Magento_Backend
Backup Options,אפשרויות גיבוי,module,Magento_Backend
Create DB Backup,צור גיבוי DB,module,Magento_Backend
Yes,כן,module,Magento_Backend
No,לא,module,Magento_Backend
Delete Store,מחק חנות,module,Magento_Backend
Delete Web Site,מחק Web Site,module,Magento_Backend
Save Web Site,שמור Web Site,module,Magento_Backend
Save Store,חנות שמורה,module,Magento_Backend
Save Store View,שמור חנות צפה,module,Magento_Backend
Delete Store View,מחק חנות צפה,module,Magento_Backend
Edit Web Site,ערוך Web Site,module,Magento_Backend
New Web Site,אתר אינטרנט חדש,module,Magento_Backend
Edit Store,ערוך חנות,module,Magento_Backend
New Store,חנות חדשה,module,Magento_Backend
Edit Store View,חנות ערוכה צפה,module,Magento_Backend
New Store View,צפה חנות חדשה,module,Magento_Backend
Store Information,אחסון מידע,module,Magento_Backend
Web Site,אתר אינטרנט,module,Magento_Backend
Name,שם,module,Magento_Backend
Root Category,קטגורית רוט,module,Magento_Backend
Default Store View,תצוגה בחנות הברירה,module,Magento_Backend
Store View Information,אחסן צג מידע,module,Magento_Backend
Code,קוד,module,Magento_Backend
Status,סטָטוּס,module,Magento_Backend
Disabled,נָכֶה,module,Magento_Backend
Enabled,מופעל,module,Magento_Backend
Sort Order,סדר המיון,module,Magento_Backend
Web Site Information,פרטים על אתרי אינטרנט,module,Magento_Backend
Default Store,חנות ברירה,module,Magento_Backend
Set as Default,נקבע כברירת מחדל,module,Magento_Backend
Stores,חנויות,module,Magento_Backend
Create Website,צור אתר,module,Magento_Backend
Create Store,צור חנות,module,Magento_Backend
Create Store View,צור חנות צפה,module,Magento_Backend
Home,בית,module,Magento_Backend
Reset,אִתחוּל,module,Magento_Backend
Are you sure you want to do this?,האם אתה בטוח שאתה רוצה לעשות את זה?,module,Magento_Backend
Add New Image,הוספת תמונה חדשה,module,Magento_Backend
Export block for grid %1 is not defined,בלוק ייצוא עבור% לרשת 1 אינו מוגדר,module,Magento_Backend
Reset Filter,סנן איפוס,module,Magento_Backend
Search,לחפש,module,Magento_Backend
Any,כל,module,Magento_Backend
All Countries,כל המדינות,module,Magento_Backend
From,מ,module,Magento_Backend
To,ל,module,Magento_Backend
Date selector,בורר תאריך,module,Magento_Backend
[ deleted ],[נמחק],module,Magento_Backend
Select All,בחר הכל,module,Magento_Backend
 [deleted], [נמחק],module,Magento_Backend
We couldn't find any records.,אנחנו לא הצלחנו למצוא שום תיעוד.,module,Magento_Backend
Add New,הוסף חדש,module,Magento_Backend
Invalid export type supplied for grid export block,סוג יצוא לא חוקי המסופק עבור בלוק יצוא לרשת,module,Magento_Backend
Export,יְצוּא,module,Magento_Backend
Please correct the column format and try again.,אנא תקן את פורמט הטור ונסה שוב.,module,Magento_Backend
Please select items.,אנא בחר פריטים.,module,Magento_Backend
Submit,שלח,module,Magento_Backend
Unknown block type,סוג בלוק לא ידוע,module,Magento_Backend
Please correct the tab configuration and try again. Tab Id should be not empty,אנא תקן את תצורת הכרטיסייה ונסה שוב. Tab מזהה צריך להיות לא ריק,module,Magento_Backend
Please correct the tab configuration and try again.,אנא תקן את תצורת הכרטיסייה ונסה שוב.,module,Magento_Backend
You have logged out.,התנתקת.,module,Magento_Backend
Specified cache type(s) don't exist: %1,סוג מטמון מוגדר (ים) אינם קיימים:%1,module,Magento_Backend
The image cache was cleaned.,מטמון התמונה נוקה.,module,Magento_Backend
An error occurred while clearing the image cache.,אירעה שגיאה בעת ניקוי מטמון התמונה.,module,Magento_Backend
The JavaScript/CSS cache has been cleaned.,מטמון JavaScript / CSS נוקה.,module,Magento_Backend
An error occurred while clearing the JavaScript/CSS cache.,אירעה שגיאה בעת ניקוי מטמון JavaScript / CSS.,module,Magento_Backend
The static files cache has been cleaned.,מטמון קבצים סטטיים נוקה.,module,Magento_Backend
You flushed the cache storage.,אתה סמוק אחסון במטמון.,module,Magento_Backend
The Magento cache storage has been flushed.,אחסון מטמון מג'נטו כבר סמוק.,module,Magento_Backend
Cache Management,ניהול מטמון,module,Magento_Backend
%1 cache type(s) disabled.,סוג מטמון%1 (ים) מושבת.,module,Magento_Backend
An error occurred while disabling cache.,אירעה שגיאה בעת השבתת מטמון.,module,Magento_Backend
%1 cache type(s) enabled.,סוג מטמון%1 (ים) מופעל.,module,Magento_Backend
An error occurred while enabling cache.,אירעה שגיאה בעת המאפשר מטמון.,module,Magento_Backend
%1 cache type(s) refreshed.,סוג מטמון%1 (ים) רענון.,module,Magento_Backend
An error occurred while refreshing cache.,אירעה שגיאה במהלך הרענון מטמון.,module,Magento_Backend
Dashboard,לוּחַ מַחווָנִים,module,Magento_Backend
We updated lifetime statistic.,עדכנו נתון בחיים.,module,Magento_Backend
We can't refresh lifetime statistics.,אנחנו לא יכולים לרענן סטטיסטיקה בחיים.,module,Magento_Backend
invalid request,בקשה שגויה,module,Magento_Backend
see error log for details,לראות את יומן שגיאה לפרטים,module,Magento_Backend
Service unavailable: %1,השירות אינו זמין:%1,module,Magento_Backend
Error,שְׁגִיאָה,module,Magento_Backend
Access Denied.,גישה נדחתה.,module,Magento_Backend
You need more permissions to do this.,אתה צריך יותר הרשאות לעשות זאת.,module,Magento_Backend
No search modules were registered,אין מודולים חיפוש נרשמו,module,Magento_Backend
Please make sure that all global admin search modules are installed and activated.,אנא ודא כי כל המודולים חיפוש מנהל הגלובליים מותקנים והופעלו.,module,Magento_Backend
You saved the account.,שמרת את החשבון.,module,Magento_Backend
An error occurred while saving account.,אירעה שגיאה בעת שמירת חשבון.,module,Magento_Backend
You deleted the design change.,מחק את שינוי העיצוב.,module,Magento_Backend
You can't delete the design change.,אתה לא יכול למחוק את שינוי העיצוב.,module,Magento_Backend
Store Design,חנות עיצוב,module,Magento_Backend
Edit Store Design Change,שינוי עיצוב חנות ערוך,module,Magento_Backend
You saved the design change.,שמרת את שינוי העיצוב.,module,Magento_Backend
System,מערכת,module,Magento_Backend
Manage Stores,ניהול חנויות,module,Magento_Backend
The database was backed up.,המאגר היה מגובה.,module,Magento_Backend
We can't create a backup right now. Please try again later.,אנחנו לא יכולים ליצור גיבוי עכשיו. בבקשה נסה שוב מאוחר יותר.,module,Magento_Backend
"Deleting a %1 will not delete the information associated with the %1 (e.g. categories, products, etc.), but the %1 will not be able to be restored. It is suggested that you create a database backup before deleting the %1.","מחיקת%1 לא תמחק את כל המידע הקשור עם%1 (למשל קטגוריות, מוצרים, וכו '), אך%1 לא תוכל להיות משוחזרים. הוא הציע כי אתה יוצר גיבוי נתונים לפני מחיקת%1.",module,Magento_Backend
Something went wrong. Please try again.,משהו השתבש. בבקשה נסה שוב.,module,Magento_Backend
This store cannot be deleted.,החנות הזאת לא ניתן למחוק.,module,Magento_Backend
You deleted the store.,מחקת את החנות.,module,Magento_Backend
Unable to delete the store. Please try again later.,לא ניתן למחוק את החנות. בבקשה נסה שוב מאוחר יותר.,module,Magento_Backend
This store view cannot be deleted.,תצוגה בחנות זה לא ניתן למחוק.,module,Magento_Backend
Store View,תצוגה בחנות,module,Magento_Backend
You deleted the store view.,מחק את נוף החנות.,module,Magento_Backend
Unable to delete the store view. Please try again later.,לא ניתן למחוק את התצוגה בחנות. בבקשה נסה שוב מאוחר יותר.,module,Magento_Backend
This website cannot be deleted.,אתר זה לא ניתן למחוק.,module,Magento_Backend
You deleted the website.,מחקת את האתר.,module,Magento_Backend
Unable to delete the website. Please try again later.,לא ניתן למחוק את האתר. בבקשה נסה שוב מאוחר יותר.,module,Magento_Backend
The website does not exist.,האתר אינו קיים.,module,Magento_Backend
Before modifying the website code please make sure it is not used in index.php.,"לפני שתשנה את קוד האתר, ודא שהוא אינו משמש index.php.",module,Magento_Backend
The store does not exist,החנות אינה קיימת,module,Magento_Backend
Store view doesn't exist,צפה בחנות אינו קיים,module,Magento_Backend
Before modifying the store view code please make sure it is not used in index.php.,לפני שינוי בקוד התצוגה בחנות ודא שהוא אינו משמש index.php.,module,Magento_Backend
New ,חָדָשׁ,module,Magento_Backend
You saved the website.,שמרת את האתר.,module,Magento_Backend
An inactive store view cannot be saved as default store view,מראה חנות לא פעילה לא ניתן לשמור תצוגה בחנות מחדל,module,Magento_Backend
You saved the store.,שמרת את החנות.,module,Magento_Backend
The default store cannot be disabled,החנות מחדל ולא ניתן להשביתו,module,Magento_Backend
You saved the store view.,שמרת את נוף החנות.,module,Magento_Backend
Something went wrong while saving. Please review the error log.,משהו השתבש בעת השמירה. אנא בדוק את יומן השגיאות.,module,Magento_Backend
Last 24 Hours,24 השעות האחרונות,module,Magento_Backend
Last 7 Days,7 הימים האחרונים,module,Magento_Backend
Current Month,החודש הנוכחי,module,Magento_Backend
YTD,מתחילת השנה,module,Magento_Backend
2YTD,2YTD,module,Magento_Backend
Authentication storage is incorrect.,אחסון אימות שגוי.,module,Magento_Backend
You did not sign in correctly or your account is temporarily disabled.,אתה לא חתם כראוי או חשבון מושבת באופן זמני.,module,Magento_Backend
Authentication error occurred.,שגיאת אימות התרחשה.,module,Magento_Backend
Admin session lifetime must be less than or equal to 31536000 seconds (one year),חיים להפעלת ניהול חייבים להיות קטנים או שווים ל 31536000 שניות (שנה אחת),module,Magento_Backend
Admin session lifetime must be greater than or equal to 60 seconds,חיים להפעלת ניהול חייבים להיות גדולים או שווים ל -60 שניות,module,Magento_Backend
Order,להזמין,module,Magento_Backend
Order #%1,# להזמין%1,module,Magento_Backend
Access denied,גישה נדחתה,module,Magento_Backend
Please try to sign out and sign in again.,נסה לצאת ולהיכנס שוב.,module,Magento_Backend
"If you continue to receive this message, please contact the store owner.","אם אתה ממשיך לקבל הודעה זו, אנא צור קשר עם בעל החנות.",module,Magento_Backend
You need more permissions to access this.,אתה צריך יותר הרשאות גישה זו.,module,Magento_Backend
"Welcome, please sign in","ברוך הבא, היכנס",module,Magento_Backend
Username,שם משתמש,module,Magento_Backend
user name,שם משתמש,module,Magento_Backend
Password,סיסמה,module,Magento_Backend
password,סיסמה,module,Magento_Backend
Sign in,היכנס,module,Magento_Backend
Select Range:,טווח בחר:,module,Magento_Backend
No Data Found,לא נמצאו נתונים,module,Magento_Backend
"Chart is disabled. To enable the chart, click <a href=""%1"">here</a>.","התרשים מושבת. כדי להפעיל את התרשים, לחץ <a href=""%1""> כאן </a>.",module,Magento_Backend
Last Orders,הזמנות אחרונות,module,Magento_Backend
Last Search Terms,תנאי החיפוש האחרון,module,Magento_Backend
Top Search Terms,מונחי חיפוש מובילים,module,Magento_Backend
There are no search keywords.,אין מילות מפתח חיפוש.,module,Magento_Backend
View Statistics For:,צג נתונים סטטיסטיים עבור:,module,Magento_Backend
All Websites,כל אתרי האינטרנט,module,Magento_Backend
Reload Data,רענן נתונים,module,Magento_Backend
Browse Files...,עיון קבצים ...,module,Magento_Backend
Magento,מג'נטו,module,Magento_Backend
Copyright &copy; %1 Magento Commerce Inc. All rights reserved.,Copyright & copy; %1 מג'נטו מסחר Inc. כל הזכויות שמורות.,module,Magento_Backend
ver. %1,Ver. %1,module,Magento_Backend
Magento Admin Panel,לוח Admin מג'נטו,module,Magento_Backend
Account Setting,הגדרות חשבון,module,Magento_Backend
Customer View,תצוגת לקוח,module,Magento_Backend
Sign Out,התנתק,module,Magento_Backend
About the calendar,אודות לוח השנה,module,Magento_Backend
Close,לִסְגוֹר,module,Magento_Backend
Go Today,לך היום,module,Magento_Backend
Previous,קודם,module,Magento_Backend
Next,הבא,module,Magento_Backend
WK,WK,module,Magento_Backend
Time,זְמַן,module,Magento_Backend
Hour,שָׁעָה,module,Magento_Backend
Minute,דַקָה,module,Magento_Backend
JavaScript may be disabled in your browser.,JavaScript עשוי כמבוטל בדפדפן שלך.,module,Magento_Backend
To use this website you must first enable JavaScript in your browser.,"כדי להשתמש באתר זה, תחילה עליך לאפשר JavaScript בדפדפן שלך.",module,Magento_Backend
